Timestamp,Incident_Severity,Incident_Type,Region_Type,Traffic_Congestion,Weather_Condition,Drone_Availability,Ambulance_Availability,Battery_Life,Air_Traffic,Response_Time,Hospital_Capacity,Distance_to_Incident,Number_of_Injuries,Specialist_Availability,Road_Type,Emergency_Level,Drone_Speed,Ambulance_Speed,Payload_Weight,Fuel_Level,Weather_Impact,Dispatch_Coordinator,Label,Year,Month,Month_Name,DayOfWeek,Hour,Shift
2022-07-12 22:20:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,82.47400988055284,Low,12.54244388929704,19,17.07,1,Unavailable,Local Road,Minor,60.096127370097456,38.8205175984482,8.98,73.86582591136408,None,Human,Drone Only,2022,7,Jul,Tuesday,22,Overnight (22:00-06:00)
2024-08-26 03:10:00,Low,Accident,Rural,Moderate,Clear,Available,Available,79.30636945009933,Low,11.710593005058882,96,49.89,1,Unavailable,Highway,Minor,62.81082531553263,41.19984571077729,7.97,88.60814499058154,Moderate,Human,Ambulance Only,2024,8,Aug,Monday,3,Overnight (22:00-06:00)
2021-06-24 11:50:00,Medium,Accident,Urban,Low,Clear,Available,Unavailable,80.36407005276763,Low,16.251252306602826,53,13.43,2,Unavailable,Highway,Minor,65.40751859384507,52.23734947655562,2.6,74.83614715252685,Moderate,Human,Drone Only,2021,6,Jun,Thursday,11,Day (06:00-14:00)
2022-12-22 11:10:00,Low,Accident,Urban,Low,Clear,Available,Available,87.4290629004833,Low,22.57368225662471,67,40.21,1,Unavailable,Highway,Minor,60.01803434082944,53.78537761570802,8.02,75.69017824566976,None,AI,Drone Only,2022,12,Dec,Thursday,11,Day (06:00-14:00)
2019-04-29 05:50:00,Low,Other,Urban,Low,Clear,Available,Available,66.51186036062873,Low,17.0244083664496,31,27.76,2,Available,Local Road,Minor,67.91583261028033,42.53366249301023,6.98,82.60104079316059,None,Human,Drone Only,2019,4,Apr,Monday,5,Overnight (22:00-06:00)
2021-11-23 09:40:00,Medium,Accident,Urban,Low,Rainy,Unavailable,Available,74.64088599002041,Low,9.451022477415377,27,24.77,2,Available,Unpaved Road,Minor,56.23640224717944,30.43176506802796,2.01,70.73221510041981,None,AI,Ambulance Only,2021,11,Nov,Tuesday,9,Day (06:00-14:00)
2021-08-03 11:00:00,Low,Other,Suburban,Low,Clear,Available,Available,74.73729382727605,Medium,18.028182058679583,47,49.73,3,Unavailable,Highway,Minor,73.47094667726833,42.70916379475923,2.68,75.11922178079948,None,Human,Drone Only,2021,8,Aug,Tuesday,11,Day (06:00-14:00)
2018-05-20 20:00:00,Low,Fire,Urban,Moderate,Clear,Available,Unavailable,69.88133003250088,Low,17.508788863408057,52,39.0,2,Available,Highway,Major,70.48194448807453,38.08932153491576,3.62,52.04243013900742,Severe,Human,Drone Only,2018,5,May,Sunday,20,Evening (14:00-22:00)
2019-09-06 10:30:00,Low,Accident,Rural,Low,Rainy,Unavailable,Available,68.5790072475219,Low,12.55512556734659,58,45.09,1,Available,Highway,Minor,54.88159100457391,42.28776387623524,1.37,83.17457271904004,None,Human,Drone Only,2019,9,Sep,Friday,10,Day (06:00-14:00)
2024-04-07 12:20:00,Low,Fire,Rural,Low,Rainy,Unavailable,Available,89.97747939310051,Low,5.0,61,25.86,2,Unavailable,Highway,Minor,61.34064006298653,44.83426149515243,6.48,57.19507343583934,Moderate,Human,Hybrid Dispatch,2024,4,Apr,Sunday,12,Day (06:00-14:00)
2020-03-24 11:30:00,Low,Accident,Urban,Moderate,Clear,Available,Available,70.15020232850709,Low,11.945066412729451,74,26.07,2,Unavailable,Unpaved Road,Minor,56.43016156715266,50.36961539063291,9.37,43.34211631118624,None,Human,Hybrid Dispatch,2020,3,Mar,Tuesday,11,Day (06:00-14:00)
2020-05-06 10:20:00,Low,Accident,Suburban,Moderate,Clear,Available,Available,71.34690745576461,Low,8.70922655348847,23,21.33,4,Unavailable,Local Road,Major,58.78827254210111,38.166242835590296,9.9,87.67851051280307,Moderate,Human,Ambulance Only,2020,5,May,Wednesday,10,Day (06:00-14:00)
2018-11-07 05:20:00,Low,Accident,Urban,High,Clear,Available,Available,85.57669103739691,Low,13.257234586385442,28,48.34,1,Available,Highway,Minor,54.79150796827873,37.30502118465848,0.97,54.15302383664674,None,AI,Ambulance Only,2018,11,Nov,Wednesday,5,Overnight (22:00-06:00)
2020-08-26 10:20:00,High,Accident,Suburban,Low,Clear,Available,Available,76.47867673222454,Medium,13.53933324397154,31,43.81,2,Unavailable,Local Road,Minor,62.55745212641786,45.19901982301296,5.98,49.74070057052503,None,Human,Ambulance Only,2020,8,Aug,Wednesday,10,Day (06:00-14:00)
2023-04-07 14:10:00,Medium,Cardiac Arrest,Suburban,Low,Clear,Available,Available,78.35750642055302,Low,17.14347784671735,94,19.01,1,Available,Highway,Minor,70.5377147707034,47.19524556642371,4.36,77.67718609871163,None,AI,Drone Only,2023,4,Apr,Friday,14,Evening (14:00-22:00)
2018-02-28 00:40:00,Low,Fire,Urban,Low,Clear,Available,Available,91.2103635273317,Low,16.462146097853378,50,46.35,1,Available,Highway,Minor,49.61066255291947,33.51277479040305,7.66,67.48397493577056,None,AI,Drone Only,2018,2,Feb,Wednesday,0,Overnight (22:00-06:00)
2020-02-11 00:00:00,Low,Accident,Rural,Low,Stormy,Unavailable,Available,86.55505763721287,Medium,19.52874628385113,44,25.02,2,Available,Local Road,Minor,64.56490273585823,38.061507755989325,5.86,86.1727780339277,Severe,AI,Drone Only,2020,2,Feb,Tuesday,0,Overnight (22:00-06:00)
2022-12-10 12:10:00,High,Fire,Urban,Low,Clear,Available,Available,92.84499252342208,Low,16.597372200931613,13,6.9,2,Unavailable,Local Road,Minor,61.63306873792135,29.39948514555708,3.73,74.67435058141369,None,Human,Ambulance Only,2022,12,Dec,Saturday,12,Day (06:00-14:00)
2022-10-10 06:30:00,Low,Accident,Urban,Low,Clear,Available,Available,72.84719275695474,Medium,14.173137632194996,90,9.54,1,Available,Local Road,Minor,53.802633024650696,25.96265592739373,2.13,87.9312354998526,None,Human,Ambulance Only,2022,10,Oct,Monday,6,Day (06:00-14:00)
2021-03-20 09:50:00,High,Accident,Rural,Low,Stormy,Available,Available,85.54111683722611,High,20.38105344089201,50,46.97,2,Unavailable,Highway,Minor,63.99992052981612,47.93056014418672,8.17,62.80313756840292,None,Human,Drone Only,2021,3,Mar,Saturday,9,Day (06:00-14:00)
2018-11-29 10:40:00,Low,Other,Urban,High,Clear,Unavailable,Available,67.16109883451728,Medium,12.13743739814094,75,30.62,1,Available,Local Road,Critical,75.02440931040377,42.5721202663645,6.9,55.95225947289512,None,AI,Ambulance Only,2018,11,Nov,Thursday,10,Day (06:00-14:00)
2021-04-22 04:50:00,Low,Other,Suburban,Moderate,Rainy,Available,Available,76.17520080775942,Low,19.366688575042065,60,18.09,1,Available,Highway,Minor,47.15071561348026,34.55384819208066,2.85,67.18679738189812,Moderate,Human,Ambulance Only,2021,4,Apr,Thursday,4,Overnight (22:00-06:00)
2019-12-22 16:10:00,Medium,Accident,Urban,High,Clear,Available,Available,92.55164435361276,Low,16.74251526662301,92,14.92,2,Unavailable,Highway,Minor,42.96543189325283,38.52801095480768,9.01,49.546848742608105,None,Human,Drone Only,2019,12,Dec,Sunday,16,Evening (14:00-22:00)
2018-11-09 04:50:00,Low,Accident,Urban,Low,Clear,Available,Available,87.01950381810552,Low,6.637250039097975,36,12.74,1,Available,Highway,Major,59.58692261975276,37.6477670529254,5.7,87.10556388668063,None,AI,Ambulance Only,2018,11,Nov,Friday,4,Overnight (22:00-06:00)
2023-03-11 13:40:00,Low,Fire,Urban,Moderate,Clear,Available,Available,75.9014694235702,Low,18.038984249641235,15,49.43,1,Available,Highway,Critical,53.2973874546801,20.0,9.9,74.16880681473917,None,Human,Drone Only,2023,3,Mar,Saturday,13,Day (06:00-14:00)
2018-07-30 10:20:00,Medium,Accident,Urban,High,Clear,Available,Available,91.82145373420909,Low,15.776433043452784,16,48.24,1,Unavailable,Highway,Minor,54.91455190106738,41.725711536909245,6.32,34.56119359743987,None,Human,Ambulance Only,2018,7,Jul,Monday,10,Day (06:00-14:00)
2020-07-09 16:40:00,High,Accident,Suburban,Moderate,Stormy,Available,Available,78.46994211726869,Medium,12.26078405545335,60,16.45,2,Available,Highway,Major,53.74494804086029,40.29374350423864,9.06,47.62438097395106,None,Human,Ambulance Only,2020,7,Jul,Thursday,16,Evening (14:00-22:00)
2018-03-29 00:30:00,Low,Accident,Urban,Low,Clear,Available,Unavailable,83.2151334162946,High,13.384540185745893,45,28.01,3,Unavailable,Highway,Minor,54.569098512226645,45.67421595888899,7.74,58.17929577990608,None,AI,Ambulance Only,2018,3,Mar,Thursday,0,Overnight (22:00-06:00)
2018-06-29 13:40:00,Low,Cardiac Arrest,Urban,Low,Clear,Available,Available,68.71706082787688,Low,18.144943601019985,20,14.37,2,Unavailable,Highway,Minor,55.784110153887966,38.29154174961445,0.6,45.869440014282986,None,Human,Drone Only,2018,6,Jun,Friday,13,Day (06:00-14:00)
2019-08-01 10:40:00,Low,Fire,Urban,High,Rainy,Available,Available,87.6557239230288,Low,19.841662363595837,99,32.9,1,Available,Local Road,Minor,62.210824440717374,23.358853881830587,0.78,59.91208563761046,Severe,AI,Ambulance Only,2019,8,Aug,Thursday,10,Day (06:00-14:00)
2021-11-03 21:00:00,Medium,Other,Suburban,Low,Clear,Available,Available,82.33103077723284,High,15.03912538075432,31,11.71,1,Unavailable,Highway,Minor,63.44800941689649,32.80265643089143,4.9,57.4515474535135,None,Human,Ambulance Only,2021,11,Nov,Wednesday,21,Evening (14:00-22:00)
2018-03-23 01:30:00,Low,Other,Urban,Low,Clear,Unavailable,Available,86.34382013237278,Low,18.26784463774952,87,4.35,2,Unavailable,Highway,Minor,53.9719281486513,48.555858035775856,6.23,67.82409498997043,Moderate,Human,Ambulance Only,2018,3,Mar,Friday,1,Overnight (22:00-06:00)
2024-05-10 12:10:00,Medium,Accident,Rural,Low,Rainy,Unavailable,Available,73.29984347126387,High,14.571725332514394,57,7.14,1,Unavailable,Local Road,Minor,63.10129381643693,45.95638102693894,6.37,68.13895707271506,None,Human,Drone Only,2024,5,May,Friday,12,Day (06:00-14:00)
2022-05-31 17:50:00,Medium,Accident,Urban,Moderate,Stormy,Available,Available,85.31789148356715,Low,15.93866403175696,23,32.0,2,Unavailable,Local Road,Minor,52.68323774756944,41.47980344664282,5.43,54.08383237108487,None,Human,Drone Only,2022,5,May,Tuesday,17,Evening (14:00-22:00)
2020-05-07 14:20:00,Low,Other,Urban,Moderate,Clear,Available,Available,88.51427960461659,Low,19.740978639123544,77,32.66,1,Available,Unpaved Road,Minor,65.99312625355381,43.81097433238058,8.59,79.17749085611814,None,Human,Ambulance Only,2020,5,May,Thursday,14,Evening (14:00-22:00)
2024-02-05 08:50:00,Low,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,81.69998932377187,Low,16.247851812902365,84,7.88,3,Unavailable,Local Road,Minor,47.5872503500892,26.95868018383248,7.23,69.56703981666256,Moderate,Human,Ambulance Only,2024,2,Feb,Monday,8,Day (06:00-14:00)
2022-12-10 18:30:00,Low,Cardiac Arrest,Suburban,Low,Clear,Available,Available,78.73845029848827,Low,7.373807304476864,39,30.75,1,Available,Highway,Critical,63.66162160796267,41.68368857279755,4.16,67.67570050607945,None,Human,Ambulance Only,2022,12,Dec,Saturday,18,Evening (14:00-22:00)
2018-04-20 21:50:00,Low,Other,Urban,Moderate,Clear,Available,Available,64.20858913260837,Medium,15.780396524750431,45,3.69,2,Unavailable,Local Road,Critical,62.61731270414669,28.51585540759809,8.23,65.52992959576103,None,Human,Ambulance Only,2018,4,Apr,Friday,21,Evening (14:00-22:00)
2019-01-09 01:00:00,Medium,Other,Urban,Moderate,Clear,Unavailable,Available,77.52749459270362,Medium,15.389380217181486,36,31.29,1,Unavailable,Highway,Minor,40.507839030931045,40.13562336306635,1.75,55.107832457634345,None,Human,Ambulance Only,2019,1,Jan,Wednesday,1,Overnight (22:00-06:00)
2021-09-13 05:40:00,Medium,Accident,Urban,Moderate,Clear,Unavailable,Available,94.3190633182861,Low,20.22429290835777,33,42.5,1,Unavailable,Highway,Minor,54.24528478857222,26.01152925422388,5.9,55.28025850865423,Moderate,Human,Drone Only,2021,9,Sep,Monday,5,Overnight (22:00-06:00)
2021-07-31 00:40:00,Low,Other,Urban,Moderate,Clear,Unavailable,Available,70.03594397692396,Low,19.279230462667275,85,5.71,1,Available,Local Road,Minor,62.257695077183904,40.688211396596046,1.2,71.68198173914713,None,AI,Ambulance Only,2021,7,Jul,Saturday,0,Overnight (22:00-06:00)
2022-12-18 12:10:00,Low,Cardiac Arrest,Suburban,Low,Clear,Available,Available,87.78052044048158,Medium,6.391288835016265,90,10.44,2,Available,Highway,Major,60.95695296535306,31.827725803698584,1.84,72.64288046613594,Moderate,AI,Drone Only,2022,12,Dec,Sunday,12,Day (06:00-14:00)
2019-03-15 00:30:00,Medium,Cardiac Arrest,Suburban,Moderate,Clear,Available,Available,76.30744719676137,Low,19.05641357681722,49,2.96,2,Unavailable,Highway,Minor,67.5155903766471,27.93165162482154,5.61,71.98838391559956,Moderate,Human,Drone Only,2019,3,Mar,Friday,0,Overnight (22:00-06:00)
2018-01-08 02:00:00,Medium,Accident,Urban,Low,Clear,Available,Available,84.85791788968692,Low,8.669528489837369,82,49.84,2,Available,Highway,Minor,51.342486739435685,36.62210111534499,8.77,54.99768134078771,Moderate,Human,Ambulance Only,2018,1,Jan,Monday,2,Overnight (22:00-06:00)
2024-05-06 20:00:00,Medium,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,81.04993280914745,Medium,17.486341498657133,16,35.7,2,Available,Highway,Major,71.48187020886255,36.690718615389926,0.54,82.30150203200962,Moderate,Human,Hybrid Dispatch,2024,5,May,Monday,20,Evening (14:00-22:00)
2023-11-15 12:10:00,Medium,Cardiac Arrest,Rural,Moderate,Clear,Available,Available,100.0,Low,23.34705574855824,35,36.87,1,Unavailable,Highway,Minor,55.973357078864346,38.391387484688366,6.28,84.23335553321894,Moderate,AI,Ambulance Only,2023,11,Nov,Wednesday,12,Day (06:00-14:00)
2020-04-19 03:40:00,Medium,Cardiac Arrest,Urban,Low,Clear,Available,Available,79.74978201218948,Low,15.595617436738475,44,9.8,1,Unavailable,Highway,Critical,52.19481672662258,47.71585351583651,1.04,66.21464225763069,None,Human,Ambulance Only,2020,4,Apr,Sunday,3,Overnight (22:00-06:00)
2021-07-26 03:40:00,Low,Cardiac Arrest,Urban,Moderate,Rainy,Available,Available,81.32912350789427,Medium,8.817086895388464,75,39.28,2,Unavailable,Highway,Minor,64.03868092263268,41.38313997422593,1.34,61.01618310686306,Moderate,Human,Drone Only,2021,7,Jul,Monday,3,Overnight (22:00-06:00)
2022-08-19 01:10:00,Low,Cardiac Arrest,Rural,Low,Clear,Available,Unavailable,83.43682752220214,Low,10.072567782447196,65,19.16,2,Available,Highway,Minor,55.61744861655776,34.67726697085996,6.61,69.87087314987315,Moderate,Human,Drone Only,2022,8,Aug,Friday,1,Overnight (22:00-06:00)
2022-10-13 00:10:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,81.80957023974041,Low,17.642218006446225,66,10.08,1,Unavailable,Local Road,Minor,79.65163723757105,41.036201509702906,4.71,49.81968042925355,None,AI,Drone Only,2022,10,Oct,Thursday,0,Overnight (22:00-06:00)
2024-12-01 04:40:00,Low,Accident,Urban,Low,Clear,Available,Available,71.35513440563243,Low,26.585257491194017,96,10.26,1,Available,Highway,Critical,52.2086871469048,38.64984149945556,8.0,83.21824288378782,None,Human,Drone Only,2024,12,Dec,Sunday,4,Overnight (22:00-06:00)
2020-11-19 04:20:00,Medium,Fire,Urban,Low,Clear,Available,Available,84.24115438511049,Medium,5.0,25,32.64,2,Available,Local Road,Critical,69.81025980166973,42.83833944710546,8.87,66.68679678510088,Severe,Human,Ambulance Only,2020,11,Nov,Thursday,4,Overnight (22:00-06:00)
2018-12-06 12:20:00,Low,Other,Urban,Moderate,Clear,Available,Available,85.5536718550414,Medium,10.940879651730722,14,24.8,1,Unavailable,Highway,Minor,42.38592885891821,35.11163510813288,1.76,45.58419021603336,None,Human,Ambulance Only,2018,12,Dec,Thursday,12,Day (06:00-14:00)
2023-11-23 16:50:00,Low,Accident,Rural,Low,Clear,Available,Available,76.50981426095298,Low,12.202278161247529,22,39.64,1,Unavailable,Local Road,Minor,63.80271939010716,39.29995626252384,4.98,57.169383603468006,None,Human,Hybrid Dispatch,2023,11,Nov,Thursday,16,Evening (14:00-22:00)
2023-09-29 14:10:00,Low,Accident,Urban,Moderate,Rainy,Available,Available,65.81636186624763,Medium,10.1768553148265,20,25.67,1,Unavailable,Local Road,Critical,74.70897244577318,37.11362885683954,3.89,73.2185208816532,Severe,Human,Ambulance Only,2023,9,Sep,Friday,14,Evening (14:00-22:00)
2020-10-16 18:20:00,Medium,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,75.13732769861453,Low,8.543061259575925,15,2.51,1,Unavailable,Highway,Major,41.87307767967724,44.53449714065772,3.92,61.250374202155655,None,AI,Hybrid Dispatch,2020,10,Oct,Friday,18,Evening (14:00-22:00)
2024-05-12 22:10:00,Low,Other,Urban,Moderate,Clear,Available,Available,64.44258332749055,High,17.60202229605653,53,14.6,1,Available,Highway,Minor,60.812019248477526,46.25296291321534,2.88,92.07254114469472,Moderate,AI,Drone Only,2024,5,May,Sunday,22,Overnight (22:00-06:00)
2023-06-04 02:40:00,Low,Fire,Urban,Low,Clear,Available,Available,70.32281450079563,Low,17.016661878689057,29,20.01,2,Unavailable,Highway,Minor,68.86196533511333,36.88252435630312,8.98,66.78474102486089,Moderate,Human,Drone Only,2023,6,Jun,Sunday,2,Overnight (22:00-06:00)
2022-01-31 17:30:00,Low,Other,Urban,Low,Clear,Unavailable,Available,68.01949093209505,Medium,18.835132207478058,77,24.03,1,Available,Highway,Minor,59.01463739490703,36.49784419973103,5.16,73.56777191025573,Moderate,AI,Ambulance Only,2022,1,Jan,Monday,17,Evening (14:00-22:00)
2021-08-05 19:20:00,Low,Other,Suburban,High,Rainy,Available,Available,74.76999615961246,High,14.419329589736202,93,47.97,1,Unavailable,Local Road,Minor,56.592412973578014,33.30705157238822,7.68,86.45795421948414,None,Human,Ambulance Only,2021,8,Aug,Thursday,19,Evening (14:00-22:00)
2024-03-31 10:20:00,Medium,Accident,Suburban,Moderate,Clear,Available,Available,66.50158784009912,Medium,20.031409725195264,86,30.0,1,Available,Highway,Minor,45.305797242796,28.568507249512184,1.79,54.8658934140949,None,AI,Ambulance Only,2024,3,Mar,Sunday,10,Day (06:00-14:00)
2023-01-25 03:10:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,84.77779190178165,Low,15.295317975857326,16,48.2,1,Available,Unpaved Road,Minor,72.65754913672464,39.24228518803207,3.35,70.86022671212187,Moderate,Human,Ambulance Only,2023,1,Jan,Wednesday,3,Overnight (22:00-06:00)
2022-10-23 01:50:00,Medium,Accident,Urban,Low,Stormy,Available,Available,93.477546975765,Low,14.927255222493754,98,10.08,2,Unavailable,Highway,Critical,62.7473484982788,52.66071411904182,2.86,59.01868896648819,None,Human,Drone Only,2022,10,Oct,Sunday,1,Overnight (22:00-06:00)
2022-11-07 13:10:00,Low,Other,Urban,High,Clear,Available,Available,95.49759070608526,Low,14.783120308650323,60,34.47,2,Available,Highway,Minor,56.4806256563746,40.19707124754019,2.66,62.47361679583197,None,Human,Ambulance Only,2022,11,Nov,Monday,13,Day (06:00-14:00)
2018-09-16 03:30:00,Low,Other,Rural,Low,Clear,Available,Available,72.99972965637387,Medium,18.22574994510204,14,6.97,3,Unavailable,Highway,Minor,68.61653905537104,44.33753517671623,1.87,80.10658289686873,Moderate,Human,Ambulance Only,2018,9,Sep,Sunday,3,Overnight (22:00-06:00)
2020-03-29 10:40:00,Low,Other,Urban,Low,Clear,Unavailable,Available,81.95669007464942,Medium,8.082956247564358,12,5.37,3,Unavailable,Highway,Minor,44.7134866322945,37.970862778405504,7.62,87.09065271418743,None,Human,Ambulance Only,2020,3,Mar,Sunday,10,Day (06:00-14:00)
2021-11-21 15:50:00,Low,Accident,Suburban,Low,Clear,Available,Available,69.97349557846917,Low,12.18230845975821,79,2.23,1,Unavailable,Highway,Minor,66.8034339476198,49.18779563828285,1.21,41.26496365493436,Moderate,Human,Drone Only,2021,11,Nov,Sunday,15,Evening (14:00-22:00)
2020-10-01 15:00:00,Medium,Accident,Suburban,Moderate,Rainy,Unavailable,Available,91.15975039701232,Low,14.08568915707959,79,26.93,1,Unavailable,Local Road,Minor,50.25545370188283,55.20709077272729,6.22,68.04538033548988,None,Human,Ambulance Only,2020,10,Oct,Thursday,15,Evening (14:00-22:00)
2024-09-17 16:30:00,Low,Fire,Urban,Low,Clear,Available,Available,74.180774516288,Low,13.46355494786493,20,10.71,2,Available,Local Road,Minor,59.37198530425663,33.55811450091298,4.87,87.6582543197118,None,Human,Drone Only,2024,9,Sep,Tuesday,16,Evening (14:00-22:00)
2019-11-15 18:40:00,Medium,Other,Suburban,Low,Rainy,Available,Available,63.75256204695345,High,18.45361863412977,56,48.47,2,Available,Highway,Major,61.79973893314596,38.112601231026446,4.07,58.62522105466033,None,Human,Drone Only,2019,11,Nov,Friday,18,Evening (14:00-22:00)
2018-11-15 22:40:00,Low,Accident,Suburban,Moderate,Clear,Unavailable,Available,86.31682340228637,Low,11.558570130837689,86,45.4,2,Available,Highway,Minor,53.50712961114556,38.31262597118461,2.68,64.88038710763664,None,Human,Drone Only,2018,11,Nov,Thursday,22,Overnight (22:00-06:00)
2022-12-30 09:40:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,80.09863806424433,Low,21.123725611511095,80,15.63,2,Unavailable,Highway,Minor,64.03210045213252,48.372110667483895,5.09,90.40312623517846,None,Human,Ambulance Only,2022,12,Dec,Friday,9,Day (06:00-14:00)
2023-05-13 22:30:00,Low,Accident,Suburban,Moderate,Clear,Available,Available,76.72650335514582,Low,15.537413969870478,74,49.66,1,Unavailable,Local Road,Major,62.90986336484988,40.36511762068062,7.74,54.18908553199204,None,AI,Drone Only,2023,5,May,Saturday,22,Overnight (22:00-06:00)
2024-04-18 23:00:00,Medium,Other,Urban,Moderate,Clear,Available,Unavailable,86.08629820106535,Low,9.184182599497513,49,4.34,3,Available,Highway,Minor,60.61031572454785,43.409559618794674,1.45,57.25493438879317,Moderate,Human,Drone Only,2024,4,Apr,Thursday,23,Overnight (22:00-06:00)
2022-05-29 04:20:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,87.70757596933949,Low,11.247845881960318,25,7.32,1,Available,Highway,Major,63.054207472835216,21.871622823182552,2.63,67.9316132327714,None,Human,Drone Only,2022,5,May,Sunday,4,Overnight (22:00-06:00)
2021-01-08 21:10:00,High,Accident,Urban,Moderate,Clear,Available,Available,55.8276480409083,Low,21.660962344177044,62,15.5,2,Unavailable,Highway,Minor,45.76917694989785,41.13454687234347,6.25,55.3406611142587,Moderate,AI,Ambulance Only,2021,1,Jan,Friday,21,Evening (14:00-22:00)
2018-02-06 23:20:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Unavailable,Available,76.23759523371523,Low,16.820694184660542,17,38.7,3,Available,Local Road,Major,60.9554092839224,51.84156300761513,8.72,64.04688953718251,None,Human,Ambulance Only,2018,2,Feb,Tuesday,23,Overnight (22:00-06:00)
2020-07-30 09:50:00,Medium,Accident,Suburban,Moderate,Rainy,Unavailable,Available,93.18246699956374,Low,14.47634986508641,64,38.74,1,Unavailable,Highway,Minor,52.90016143854945,39.323868481607285,4.42,78.2137445664024,None,Human,Drone Only,2020,7,Jul,Thursday,9,Day (06:00-14:00)
2018-03-05 08:20:00,Low,Accident,Urban,Low,Stormy,Available,Available,62.8615911773038,High,18.362468950626635,33,21.32,2,Available,Highway,Major,84.35322759108317,39.12799731109726,6.94,55.15012641699892,None,Human,Drone Only,2018,3,Mar,Monday,8,Day (06:00-14:00)
2018-02-05 22:30:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,72.26173432645454,Medium,8.45431331085139,19,34.09,1,Unavailable,Highway,Minor,40.16266634134115,49.10332508859236,9.75,43.91406470253194,None,AI,Ambulance Only,2018,2,Feb,Monday,22,Overnight (22:00-06:00)
2024-12-21 08:10:00,Low,Accident,Urban,Low,Clear,Available,Available,78.42964410263508,Low,11.384116920405182,63,2.07,1,Unavailable,Highway,Minor,54.78937075920636,47.01539638503896,7.96,74.70092446773967,Severe,Human,Drone Only,2024,12,Dec,Saturday,8,Day (06:00-14:00)
2021-09-18 12:10:00,Medium,Accident,Rural,Low,Clear,Available,Unavailable,77.88351669828639,Low,12.688405876966735,89,6.33,1,Unavailable,Unpaved Road,Minor,44.7429780004797,30.173052529082533,4.66,59.99996991989295,None,Human,Ambulance Only,2021,9,Sep,Saturday,12,Day (06:00-14:00)
2020-09-19 18:20:00,Low,Other,Rural,Moderate,Clear,Available,Available,66.68189088983408,Low,10.862636102738724,55,28.06,2,Unavailable,Local Road,Minor,53.2604061958214,39.348316564806446,9.13,81.4544526865252,None,Human,Ambulance Only,2020,9,Sep,Saturday,18,Evening (14:00-22:00)
2022-12-27 03:30:00,Medium,Accident,Rural,Low,Rainy,Unavailable,Unavailable,85.5428734990517,Low,9.866509360082194,67,29.21,3,Available,Highway,Major,62.05659179146399,35.209756502332674,2.6,65.75099154884799,None,Human,Drone Only,2022,12,Dec,Tuesday,3,Overnight (22:00-06:00)
2019-12-27 13:10:00,Medium,Fire,Suburban,Moderate,Clear,Available,Available,73.97488100269483,Low,12.39862571409986,53,27.17,1,Unavailable,Unpaved Road,Minor,85.66154126084928,32.55910118396549,7.46,85.08454732263151,None,Human,Drone Only,2019,12,Dec,Friday,13,Day (06:00-14:00)
2019-06-16 00:50:00,Low,Accident,Urban,Low,Clear,Available,Available,87.0435223828268,Medium,12.999629616957568,53,19.64,3,Unavailable,Local Road,Minor,56.61337481369847,36.66171579851452,1.29,73.30670381662954,Moderate,AI,Ambulance Only,2019,6,Jun,Sunday,0,Overnight (22:00-06:00)
2024-04-03 17:40:00,High,Accident,Urban,Moderate,Clear,Available,Unavailable,57.88018839851621,Low,14.06228466596138,50,27.5,1,Available,Highway,Critical,52.03301828111969,42.77673446473133,6.34,70.24460721575278,Moderate,AI,Drone Only,2024,4,Apr,Wednesday,17,Evening (14:00-22:00)
2021-06-12 13:10:00,Medium,Accident,Urban,Low,Clear,Available,Available,90.79539993747294,Low,7.599198715044183,73,26.93,2,Unavailable,Highway,Major,65.14090296840503,40.4073395565208,2.45,56.54533120868764,None,Human,Drone Only,2021,6,Jun,Saturday,13,Day (06:00-14:00)
2023-10-19 05:10:00,Medium,Fire,Urban,High,Clear,Available,Available,95.64685184541736,Medium,17.350809762394306,96,39.25,1,Unavailable,Highway,Critical,64.68023832605493,46.46327960120507,1.42,38.17428161632125,None,Human,Drone Only,2023,10,Oct,Thursday,5,Overnight (22:00-06:00)
2022-01-19 22:40:00,Medium,Fire,Urban,Low,Clear,Available,Available,87.10467251244897,High,11.598664874039436,84,33.78,1,Available,Local Road,Minor,61.61880586764969,32.76077972555251,7.5,63.31506379839862,None,AI,Hybrid Dispatch,2022,1,Jan,Wednesday,22,Overnight (22:00-06:00)
2021-11-13 07:20:00,Low,Accident,Rural,Low,Clear,Unavailable,Unavailable,68.27260195605463,Low,14.39090609770266,45,3.95,1,Unavailable,Highway,Minor,70.19773175179502,41.74883273446538,4.66,73.61527584685447,None,Human,Drone Only,2021,11,Nov,Saturday,7,Day (06:00-14:00)
