YearMonth,Region_Type,Incident_Type,Incident_Count,Avg_Response_Time
2021-12,Rural,Accident,216,14.648004101876015
2021-12,Rural,Cardiac Arrest,86,14.488814343783963
2021-12,Rural,Fire,63,15.589189912555996
2021-12,Rural,Other,93,15.328401120797592
2021-12,Suburban,Accident,415,15.169584601068257
2021-12,Suburban,Cardiac Arrest,190,15.315162313050148
2021-12,Suburban,Fire,84,15.1203459000094
2021-12,Suburban,Other,198,15.053779212733888
2021-12,Urban,Accident,1575,15.020226896103003
2021-12,Urban,Cardiac Arrest,621,14.999744927486955
2021-12,Urban,Fire,288,14.932927584212942
2021-12,Urban,Other,635,15.242770371547532
2022-01,Rural,Accident,211,15.540643117874724
2022-01,Rural,Cardiac Arrest,84,15.737258534249637
2022-01,Rural,Fire,48,14.87747512819552
2022-01,Rural,Other,106,14.994310534626342
2022-01,Suburban,Accident,451,14.993697566020128
2022-01,Suburban,Cardiac Arrest,184,14.945447729621215
2022-01,Suburban,Fire,74,14.800859361498267
2022-01,Suburban,Other,199,14.641443953865569
2022-01,Urban,Accident,1513,15.032846841367341
2022-01,Urban,Cardiac Arrest,630,15.092474786968584
2022-01,Urban,Fire,342,15.359882576403345
2022-01,Urban,Other,622,14.924153439500012
2022-02,Rural,Accident,183,15.475741343576093
2022-02,Rural,Cardiac Arrest,85,16.019696185636043
2022-02,Rural,Fire,55,16.252517343014226
2022-02,Rural,Other,84,14.981796621546184
2022-02,Suburban,Accident,380,14.874546012495863
2022-02,Suburban,Cardiac Arrest,193,14.713497991497091
2022-02,Suburban,Fire,74,15.049551778518834
2022-02,Suburban,Other,164,14.470310781839302
2022-02,Urban,Accident,1423,14.976630315740659
2022-02,Urban,Cardiac Arrest,543,15.224459559650663
2022-02,Urban,Fire,310,15.162578991696906
2022-02,Urban,Other,538,15.028663838131514
2022-03,Rural,Accident,213,15.21842166169877
2022-03,Rural,Cardiac Arrest,94,14.943892954555562
2022-03,Rural,Fire,34,15.709413510497898
2022-03,Rural,Other,99,15.15131101926321
2022-03,Suburban,Accident,424,14.764892010069877
2022-03,Suburban,Cardiac Arrest,191,14.685888864693906
2022-03,Suburban,Fire,89,15.281871810112925
2022-03,Suburban,Other,190,15.62044722732964
2022-03,Urban,Accident,1577,15.034147598613517
2022-03,Urban,Cardiac Arrest,635,15.048326255325083
2022-03,Urban,Fire,300,15.341946275532115
2022-03,Urban,Other,618,14.795410914049436
2022-04,Rural,Accident,206,14.411510976214064
2022-04,Rural,Cardiac Arrest,78,15.152697339316159
2022-04,Rural,Fire,37,15.393557604348421
2022-04,Rural,Other,75,15.182883196674123
2022-04,Suburban,Accident,424,14.84618296896155
2022-04,Suburban,Cardiac Arrest,177,15.013965303492515
2022-04,Suburban,Fire,86,15.160164444499419
2022-04,Suburban,Other,160,14.324302775199758
2022-04,Urban,Accident,1531,15.070436761253227
2022-04,Urban,Cardiac Arrest,602,15.058663076624285
2022-04,Urban,Fire,312,15.319492735413547
2022-04,Urban,Other,632,15.173992551868377
2022-05,Rural,Accident,236,15.324584092145454
2022-05,Rural,Cardiac Arrest,92,14.292984896746443
2022-05,Rural,Fire,36,14.595409642741815
2022-05,Rural,Other,101,15.282550558668014
2022-05,Suburban,Accident,444,15.392630587468144
2022-05,Suburban,Cardiac Arrest,164,14.699407640749493
2022-05,Suburban,Fire,89,15.37048353712541
2022-05,Suburban,Other,188,15.322689994090021
2022-05,Urban,Accident,1583,15.042651284209462
2022-05,Urban,Cardiac Arrest,603,15.101273554518025
2022-05,Urban,Fire,287,15.309620278072071
2022-05,Urban,Other,641,14.975438420983885
2022-06,Rural,Accident,220,14.775649718740652
2022-06,Rural,Cardiac Arrest,75,16.006129865556712
2022-06,Rural,Fire,47,14.613100988192159
2022-06,Rural,Other,93,14.95945184411429
2022-06,Suburban,Accident,412,14.986453280128446
2022-06,Suburban,Cardiac Arrest,172,14.88322770691493
2022-06,Suburban,Fire,86,15.025286447689952
2022-06,Suburban,Other,190,15.30762178555655
2022-06,Urban,Accident,1530,15.137634572439948
2022-06,Urban,Cardiac Arrest,619,14.932663567144054
2022-06,Urban,Fire,292,14.786902883786771
2022-06,Urban,Other,584,15.072739152222026
2022-07,Rural,Accident,258,14.829966950311498
2022-07,Rural,Cardiac Arrest,78,15.404680258417562
2022-07,Rural,Fire,43,14.62709643057697
2022-07,Rural,Other,85,15.29320768502762
2022-07,Suburban,Accident,434,14.933439091032247
2022-07,Suburban,Cardiac Arrest,155,14.623749613091306
2022-07,Suburban,Fire,88,15.880713023916837
2022-07,Suburban,Other,169,14.642652008149307
2022-07,Urban,Accident,1569,14.938537654961948
2022-07,Urban,Cardiac Arrest,645,14.713011419132112
2022-07,Urban,Fire,310,15.037023939124744
2022-07,Urban,Other,630,15.049567522236904
2022-08,Rural,Accident,209,15.089444991547333
2022-08,Rural,Cardiac Arrest,105,14.919957419511293
2022-08,Rural,Fire,54,14.190228353433346
2022-08,Rural,Other,85,14.595092437630523
2022-08,Suburban,Accident,446,15.121665747060668
2022-08,Suburban,Cardiac Arrest,191,14.487308870713502
2022-08,Suburban,Fire,90,14.974557519958426
2022-08,Suburban,Other,170,15.239607902652255
2022-08,Urban,Accident,1565,14.973510830095002
2022-08,Urban,Cardiac Arrest,618,14.8839765035547
2022-08,Urban,Fire,308,14.725886985629542
2022-08,Urban,Other,623,15.056614144758836
2022-09,Rural,Accident,241,15.342880625653743
2022-09,Rural,Cardiac Arrest,87,15.845401746575028
2022-09,Rural,Fire,36,14.463429794487004
2022-09,Rural,Other,100,15.401239181534526
2022-09,Suburban,Accident,423,14.896637831290839
2022-09,Suburban,Cardiac Arrest,185,15.499815475463807
2022-09,Suburban,Fire,78,15.844835368764784
2022-09,Suburban,Other,190,15.182189651827995
2022-09,Urban,Accident,1477,14.861237295643873
2022-09,Urban,Cardiac Arrest,606,15.167120019965278
2022-09,Urban,Fire,324,14.830402074198682
2022-09,Urban,Other,573,14.841627642241425
2022-10,Rural,Accident,195,15.45003159252779
2022-10,Rural,Cardiac Arrest,96,14.87270459275558
2022-10,Rural,Fire,52,15.080194555772268
2022-10,Rural,Other,93,15.13649851942256
2022-10,Suburban,Accident,468,15.281795703814273
2022-10,Suburban,Cardiac Arrest,185,15.015525714938661
2022-10,Suburban,Fire,85,14.754154186732585
2022-10,Suburban,Other,194,14.601820952602651
2022-10,Urban,Accident,1567,15.061924372155415
2022-10,Urban,Cardiac Arrest,600,15.227181611176572
2022-10,Urban,Fire,309,15.241782608611206
2022-10,Urban,Other,620,14.935859727927431
2022-11,Rural,Accident,231,14.892867358493726
2022-11,Rural,Cardiac Arrest,79,15.70897805296551
2022-11,Rural,Fire,35,15.104893288327377
2022-11,Rural,Other,85,15.032473628918677
2022-11,Suburban,Accident,480,15.42156214394134
2022-11,Suburban,Cardiac Arrest,183,15.595048113073087
2022-11,Suburban,Fire,92,15.788181844530119
2022-11,Suburban,Other,162,14.678920852393663
2022-11,Urban,Accident,1475,15.231701198173678
2022-11,Urban,Cardiac Arrest,607,15.154180656431373
2022-11,Urban,Fire,283,15.483067175153614
2022-11,Urban,Other,608,15.13960581426277
2022-12,Rural,Accident,194,15.650154728134362
2022-12,Rural,Cardiac Arrest,110,14.611027092392222
2022-12,Rural,Fire,41,16.190771109475257
2022-12,Rural,Other,82,16.57684238309105
2022-12,Suburban,Accident,455,15.235678929026767
2022-12,Suburban,Cardiac Arrest,175,15.051342774840307
2022-12,Suburban,Fire,86,15.907988845039144
2022-12,Suburban,Other,170,14.674822905010794
2022-12,Urban,Accident,1584,14.966729055458634
2022-12,Urban,Cardiac Arrest,654,15.022233603469815
2022-12,Urban,Fire,297,15.445781644942524
2022-12,Urban,Other,616,15.084659241188485
2023-01,Rural,Accident,234,14.704052178316944
2023-01,Rural,Cardiac Arrest,99,16.086318755889597
2023-01,Rural,Fire,50,14.806083774307776
2023-01,Rural,Other,90,14.020802440470083
2023-01,Suburban,Accident,414,15.255859812528543
2023-01,Suburban,Cardiac Arrest,173,15.497274705095464
2023-01,Suburban,Fire,83,14.742468477528467
2023-01,Suburban,Other,175,15.185410892349374
2023-01,Urban,Accident,1622,15.086544624824796
2023-01,Urban,Cardiac Arrest,630,15.371264399986154
2023-01,Urban,Fire,302,14.964069156111067
2023-01,Urban,Other,592,15.234646983285966
2023-02,Rural,Accident,176,15.420034044221152
2023-02,Rural,Cardiac Arrest,72,14.750541084208407
2023-02,Rural,Fire,46,13.795376390910713
2023-02,Rural,Other,90,15.004817474915608
2023-02,Suburban,Accident,394,15.04475649364871
2023-02,Suburban,Cardiac Arrest,168,14.667903169432112
2023-02,Suburban,Fire,84,14.97436128834389
2023-02,Suburban,Other,163,15.305400100647098
2023-02,Urban,Accident,1410,15.087845028767266
2023-02,Urban,Cardiac Arrest,580,15.036156774241926
2023-02,Urban,Fire,268,15.341112846073843
2023-02,Urban,Other,581,15.359629285914137
2023-03,Rural,Accident,229,15.138454183853126
2023-03,Rural,Cardiac Arrest,95,14.74611363549993
2023-03,Rural,Fire,40,14.804240569758884
2023-03,Rural,Other,104,15.982782643539165
2023-03,Suburban,Accident,471,14.995921471181665
2023-03,Suburban,Cardiac Arrest,170,15.353606914985686
2023-03,Suburban,Fire,88,14.765909392908894
2023-03,Suburban,Other,183,14.530477947229265
2023-03,Urban,Accident,1561,15.101247798320761
2023-03,Urban,Cardiac Arrest,624,15.140960567221763
2023-03,Urban,Fire,293,14.791303000920767
2023-03,Urban,Other,606,15.147422400538849
2023-04,Rural,Accident,222,14.822113531365426
2023-04,Rural,Cardiac Arrest,83,14.822123694829163
2023-04,Rural,Fire,46,15.434444797078408
2023-04,Rural,Other,83,14.55534545541533
2023-04,Suburban,Accident,430,15.16075455177238
2023-04,Suburban,Cardiac Arrest,190,15.13059823819225
2023-04,Suburban,Fire,79,15.578530293593003
2023-04,Suburban,Other,165,14.174730064318442
2023-04,Urban,Accident,1495,15.202834766024758
2023-04,Urban,Cardiac Arrest,607,14.928223636459267
2023-04,Urban,Fire,299,14.984052489361915
2023-04,Urban,Other,621,15.156388355573663
2023-05,Rural,Accident,237,15.364843363466425
2023-05,Rural,Cardiac Arrest,91,15.547901055930542
2023-05,Rural,Fire,54,15.406732085785109
2023-05,Rural,Other,90,15.124073957837542
2023-05,Suburban,Accident,464,14.975414120796149
2023-05,Suburban,Cardiac Arrest,141,14.962262927801204
2023-05,Suburban,Fire,88,14.540253419578022
2023-05,Suburban,Other,182,14.745293802827119
2023-05,Urban,Accident,1506,15.026158178397298
2023-05,Urban,Cardiac Arrest,635,15.114239957993288
2023-05,Urban,Fire,336,14.762979765346575
2023-05,Urban,Other,640,15.422689496495044
2023-06,Rural,Accident,210,14.823372239468176
2023-06,Rural,Cardiac Arrest,82,15.218772622800099
2023-06,Rural,Fire,40,15.18693055273767
2023-06,Rural,Other,100,14.874102882823836
2023-06,Suburban,Accident,434,15.01746681420056
2023-06,Suburban,Cardiac Arrest,198,15.09623376386183
2023-06,Suburban,Fire,83,14.591056870804145
2023-06,Suburban,Other,178,14.714051136206423
2023-06,Urban,Accident,1523,15.058923862633494
2023-06,Urban,Cardiac Arrest,592,15.02024656842677
2023-06,Urban,Fire,291,15.286646687069261
2023-06,Urban,Other,589,14.97601965241527
2023-07,Rural,Accident,224,15.891388487337762
2023-07,Rural,Cardiac Arrest,91,14.539328230100496
2023-07,Rural,Fire,42,13.448293572097944
2023-07,Rural,Other,70,14.547024181693859
2023-07,Suburban,Accident,463,15.069646546975164
2023-07,Suburban,Cardiac Arrest,178,14.826398483567006
2023-07,Suburban,Fire,84,15.361610819461324
2023-07,Suburban,Other,173,15.050164940810406
2023-07,Urban,Accident,1554,15.088892983251883
2023-07,Urban,Cardiac Arrest,638,15.430057191738054
2023-07,Urban,Fire,286,14.795111571634301
2023-07,Urban,Other,661,15.172317237079683
2023-08,Rural,Accident,212,15.446057791322055
2023-08,Rural,Cardiac Arrest,65,14.504939388172408
2023-08,Rural,Fire,71,15.317798064313452
2023-08,Rural,Other,85,14.924003535024914
2023-08,Suburban,Accident,455,14.852083460670864
2023-08,Suburban,Cardiac Arrest,189,14.840874939975382
2023-08,Suburban,Fire,88,15.133457663418197
2023-08,Suburban,Other,178,15.672688347468627
2023-08,Urban,Accident,1533,15.131884540558525
2023-08,Urban,Cardiac Arrest,655,14.875774008729389
2023-08,Urban,Fire,297,14.760355204323837
2023-08,Urban,Other,636,15.04778234382147
2023-09,Rural,Accident,195,14.670383877164237
2023-09,Rural,Cardiac Arrest,68,14.119052310050925
2023-09,Rural,Fire,36,15.591357331281179
2023-09,Rural,Other,77,15.375703300597346
2023-09,Suburban,Accident,426,14.901314897812385
2023-09,Suburban,Cardiac Arrest,167,14.94636498007404
2023-09,Suburban,Fire,76,14.899469067020613
2023-09,Suburban,Other,177,15.46158481515268
2023-09,Urban,Accident,1566,15.127482092835017
2023-09,Urban,Cardiac Arrest,647,15.268172731907123
2023-09,Urban,Fire,290,15.45584618862713
2023-09,Urban,Other,595,15.16401558779883
2023-10,Rural,Accident,205,15.281213675698037
2023-10,Rural,Cardiac Arrest,97,15.331183000336253
2023-10,Rural,Fire,56,15.183549774970597
2023-10,Rural,Other,88,14.834175584431224
2023-10,Suburban,Accident,465,15.130606119808215
2023-10,Suburban,Cardiac Arrest,185,14.670174862324126
2023-10,Suburban,Fire,90,15.134073201070002
2023-10,Suburban,Other,183,14.449932316931507
2023-10,Urban,Accident,1567,14.98561009764228
2023-10,Urban,Cardiac Arrest,629,14.911358839749898
2023-10,Urban,Fire,298,14.83334727809975
2023-10,Urban,Other,601,14.721847026046465
2023-11,Rural,Accident,225,14.807460068723001
2023-11,Rural,Cardiac Arrest,97,14.47148961771986
2023-11,Rural,Fire,35,13.906768061244215
2023-11,Rural,Other,96,14.65472554755602
2023-11,Suburban,Accident,409,14.801111826605998
2023-11,Suburban,Cardiac Arrest,175,15.069948678815194
2023-11,Suburban,Fire,71,14.77160543321407
2023-11,Suburban,Other,170,14.07350463657259
2023-11,Urban,Accident,1479,15.207094652133064
2023-11,Urban,Cardiac Arrest,683,15.063645923780763
2023-11,Urban,Fire,306,15.178449065236718
2023-11,Urban,Other,574,14.942848610542521
2023-12,Rural,Accident,230,15.087941929505906
2023-12,Rural,Cardiac Arrest,81,14.252108783859589
2023-12,Rural,Fire,52,16.414086711395736
2023-12,Rural,Other,76,15.574970701400972
2023-12,Suburban,Accident,486,15.097429180051241
2023-12,Suburban,Cardiac Arrest,201,14.738495686066324
2023-12,Suburban,Fire,83,15.371885644620665
2023-12,Suburban,Other,176,14.766203946215127
2023-12,Urban,Accident,1549,15.099428806986209
2023-12,Urban,Cardiac Arrest,594,15.152108385315538
2023-12,Urban,Fire,300,14.891044867615932
2023-12,Urban,Other,636,14.82172998527791
2024-01,Rural,Accident,213,14.493379555473082
2024-01,Rural,Cardiac Arrest,95,15.11874214160904
2024-01,Rural,Fire,53,14.878778211335089
2024-01,Rural,Other,106,15.507567407694784
2024-01,Suburban,Accident,446,15.416265345005973
2024-01,Suburban,Cardiac Arrest,193,14.845065309728593
2024-01,Suburban,Fire,104,14.852141084759515
2024-01,Suburban,Other,189,14.715944557347147
2024-01,Urban,Accident,1553,15.213792251110965
2024-01,Urban,Cardiac Arrest,624,15.322629898952615
2024-01,Urban,Fire,293,15.114483856813305
2024-01,Urban,Other,595,14.530496789770716
2024-02,Rural,Accident,223,15.419050426992642
2024-02,Rural,Cardiac Arrest,77,15.167556657439714
2024-02,Rural,Fire,43,15.83015573539912
2024-02,Rural,Other,73,14.44678097428838
2024-02,Suburban,Accident,417,14.996855678616685
2024-02,Suburban,Cardiac Arrest,163,14.719293188586377
2024-02,Suburban,Fire,72,13.222396494979009
2024-02,Suburban,Other,176,15.050481461983829
2024-02,Urban,Accident,1466,15.240099071352715
2024-02,Urban,Cardiac Arrest,602,14.84099000470915
2024-02,Urban,Fire,293,14.731160427214503
2024-02,Urban,Other,571,15.044054850710642
2024-03,Rural,Accident,201,14.894797480556361
2024-03,Rural,Cardiac Arrest,84,16.043288107772394
2024-03,Rural,Fire,55,15.549519984708391
2024-03,Rural,Other,98,15.663085313099456
2024-03,Suburban,Accident,461,14.960639827180495
2024-03,Suburban,Cardiac Arrest,179,14.306757482538773
2024-03,Suburban,Fire,91,15.215942620573927
2024-03,Suburban,Other,187,14.63920790874938
2024-03,Urban,Accident,1505,15.084206970968888
2024-03,Urban,Cardiac Arrest,612,14.903483293127254
2024-03,Urban,Fire,322,15.303105712908344
2024-03,Urban,Other,669,15.152413413194445
2024-04,Rural,Accident,217,15.018892326558971
2024-04,Rural,Cardiac Arrest,76,14.523353516241576
2024-04,Rural,Fire,50,14.761727937292397
2024-04,Rural,Other,97,14.681213659780564
2024-04,Suburban,Accident,431,15.397818986834388
2024-04,Suburban,Cardiac Arrest,193,15.255346252152705
2024-04,Suburban,Fire,110,13.967105872262184
2024-04,Suburban,Other,168,14.89104052381725
2024-04,Urban,Accident,1528,15.03863498889197
2024-04,Urban,Cardiac Arrest,565,14.961374901832505
2024-04,Urban,Fire,315,14.75696610993543
2024-04,Urban,Other,570,14.937047291441234
2024-05,Rural,Accident,206,15.04231413155626
2024-05,Rural,Cardiac Arrest,92,14.986572431852451
2024-05,Rural,Fire,44,15.389039419883336
2024-05,Rural,Other,100,15.133288132776745
2024-05,Suburban,Accident,457,14.900317580104206
2024-05,Suburban,Cardiac Arrest,169,14.862585071549173
2024-05,Suburban,Fire,89,14.8480355178775
2024-05,Suburban,Other,177,15.505463499827146
2024-05,Urban,Accident,1564,14.990055973015151
2024-05,Urban,Cardiac Arrest,643,14.881433256787748
2024-05,Urban,Fire,318,15.099021061065342
2024-05,Urban,Other,605,14.737433545352795
2024-06,Rural,Accident,221,14.976084619811182
2024-06,Rural,Cardiac Arrest,88,14.771895481988752
2024-06,Rural,Fire,42,16.1731960328816
2024-06,Rural,Other,83,15.107423296506107
2024-06,Suburban,Accident,441,15.186739738900123
2024-06,Suburban,Cardiac Arrest,166,15.63464780711254
2024-06,Suburban,Fire,74,15.889780354123562
2024-06,Suburban,Other,158,14.519987456947899
2024-06,Urban,Accident,1520,15.250660952617228
2024-06,Urban,Cardiac Arrest,600,15.115264229747199
2024-06,Urban,Fire,302,15.116939364702805
2024-06,Urban,Other,625,14.75467405924988
2024-07,Rural,Accident,242,15.21129060666616
2024-07,Rural,Cardiac Arrest,80,14.482173986668945
2024-07,Rural,Fire,42,15.174470361500513
2024-07,Rural,Other,102,15.3139270682636
2024-07,Suburban,Accident,473,15.108865167534699
2024-07,Suburban,Cardiac Arrest,194,15.583074217709209
2024-07,Suburban,Fire,87,14.7871947630382
2024-07,Suburban,Other,186,14.984778911171434
2024-07,Urban,Accident,1557,15.074008988023042
2024-07,Urban,Cardiac Arrest,596,15.283817232062587
2024-07,Urban,Fire,326,15.320896357581434
2024-07,Urban,Other,579,15.229021863503254
2024-08,Rural,Accident,208,14.668439441519821
2024-08,Rural,Cardiac Arrest,96,14.994410506315747
2024-08,Rural,Fire,37,15.671295381738883
2024-08,Rural,Other,100,15.532777861842032
2024-08,Suburban,Accident,439,14.651569928790458
2024-08,Suburban,Cardiac Arrest,165,14.734410792406115
2024-08,Suburban,Fire,100,14.70722392337015
2024-08,Suburban,Other,169,15.141059396889483
2024-08,Urban,Accident,1576,15.122322044975434
2024-08,Urban,Cardiac Arrest,662,15.012010768491288
2024-08,Urban,Fire,294,15.503188829334206
2024-08,Urban,Other,618,14.850895356378556
2024-09,Rural,Accident,232,15.343152904693063
2024-09,Rural,Cardiac Arrest,90,15.209700812812283
2024-09,Rural,Fire,28,14.95366207114175
2024-09,Rural,Other,81,15.776195018456665
2024-09,Suburban,Accident,433,15.343171826891698
2024-09,Suburban,Cardiac Arrest,174,14.324575298554096
2024-09,Suburban,Fire,82,14.056569124200536
2024-09,Suburban,Other,196,14.767677144602597
2024-09,Urban,Accident,1512,14.987561626374433
2024-09,Urban,Cardiac Arrest,580,15.063761685468766
2024-09,Urban,Fire,308,15.100473699563754
2024-09,Urban,Other,604,15.018840121773597
2024-10,Rural,Accident,207,15.989936922574907
2024-10,Rural,Cardiac Arrest,99,14.550088708067237
2024-10,Rural,Fire,35,15.285181309493133
2024-10,Rural,Other,87,15.579516197495726
2024-10,Suburban,Accident,471,15.19816155640737
2024-10,Suburban,Cardiac Arrest,160,16.38329767738032
2024-10,Suburban,Fire,90,15.096486317688006
2024-10,Suburban,Other,183,15.015686227166318
2024-10,Urban,Accident,1544,14.97995648713743
2024-10,Urban,Cardiac Arrest,647,14.883732412666749
2024-10,Urban,Fire,327,14.883967787599973
2024-10,Urban,Other,614,15.204691819744696
2024-11,Rural,Accident,191,15.461317029862878
2024-11,Rural,Cardiac Arrest,76,15.701890022394048
2024-11,Rural,Fire,39,15.43550586946169
2024-11,Rural,Other,89,14.622413470666578
2024-11,Suburban,Accident,414,14.714696025155776
2024-11,Suburban,Cardiac Arrest,175,15.30161078722258
2024-11,Suburban,Fire,94,14.871111877329927
2024-11,Suburban,Other,151,14.799502351824607
2024-11,Urban,Accident,1533,14.916350328231127
2024-11,Urban,Cardiac Arrest,616,15.070942316746006
2024-11,Urban,Fire,303,15.241920328982859
2024-11,Urban,Other,639,15.26930459503646
2024-12,Rural,Accident,226,15.010361126502687
2024-12,Rural,Cardiac Arrest,80,14.845969422245393
2024-12,Rural,Fire,44,15.854639526642194
2024-12,Rural,Other,92,15.509840449217917
2024-12,Suburban,Accident,439,15.298034143891686
2024-12,Suburban,Cardiac Arrest,172,14.994621671837638
2024-12,Suburban,Fire,118,14.855156648184046
2024-12,Suburban,Other,162,14.771979913544982
2024-12,Urban,Accident,1498,15.126234874337419
2024-12,Urban,Cardiac Arrest,623,15.056705083266163
2024-12,Urban,Fire,291,15.4370500167892
2024-12,Urban,Other,576,14.862522057993052
